alert_id,entity_name,severity,category,asset_type,created_time,closed_time,closure_duration_minutes,escalated,status,investigation_notes
ALT00025,T-Mobile,Critical,Credential Stuffing,Network Device,2026-06-19 23:33:00,2026-06-20 02:19:00,166,No,Closed,"Confirmed benign, closed after log review."
ALT00069,T-Mobile,Low,Insider Threat Indicator,Database,2026-06-22 13:21:00,2026-06-22 14:10:00,49,No,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00073,T-Mobile,Low,Privilege Escalation,Server,2026-06-23 23:04:00,2026-06-24 05:09:00,365,No,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00095,T-Mobile,Medium,Data Exfiltration Attempt,Server,2026-06-24 08:03:00,2026-06-24 09:16:00,73,No,Closed,User account temporarily suspended pending review.
ALT00039,T-Mobile,High,Malware Detection,Server,2026-06-27 18:01:00,2026-06-27 18:48:00,47,No,Closed,
ALT00046,T-Mobile,High,Insider Threat Indicator,Endpoint,2026-06-27 21:58:00,,,No,Open,"Blocked at firewall, source IP added to watchlist."
ALT00032,T-Mobile,Medium,Malware Detection,Web Application,2026-06-28 20:10:00,2026-06-29 02:16:00,366,Yes,Closed,
ALT00001,T-Mobile,Critical,Credential Stuffing,Web Application,2026-06-28 23:52:00,,,No,In Progress,"Reviewed and closed, no malicious activity confirmed."
ALT00012,T-Mobile,Medium,Privilege Escalation,Database,2026-06-29 19:40:00,2026-06-30 01:20:00,340,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00088,T-Mobile,Low,Insider Threat Indicator,Server,2026-07-02 01:59:00,2026-07-02 02:11:00,12,Yes,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00075,T-Mobile,High,Insider Threat Indicator,Endpoint,2026-07-02 21:02:00,,,No,In Progress,"Reviewed and closed, no malicious activity confirmed."
ALT00034,T-Mobile,Medium,DDoS Attempt,Server,2026-07-03 10:11:00,,,No,Open,
ALT00014,T-Mobile,High,Malware Detection,Cloud Storage,2026-07-05 23:34:00,2026-07-06 02:19:00,165,No,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00035,T-Mobile,Low,Phishing Campaign,Database,2026-07-06 22:46:00,2026-07-07 02:06:00,200,Yes,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00008,T-Mobile,Low,Credential Stuffing,Network Device,2026-07-11 02:11:00,2026-07-11 06:00:00,229,No,Closed,"Confirmed benign, closed after log review."
ALT00026,T-Mobile,Low,Unauthorized Access,Endpoint,2026-07-12 05:26:00,2026-07-12 05:35:00,9,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00005,T-Mobile,High,Malware Detection,Server,2026-07-13 16:56:00,2026-07-13 20:53:00,237,No,Closed,"Confirmed benign, closed after log review."
ALT00007,T-Mobile,Low,Insider Threat Indicator,Cloud Storage,2026-07-16 03:45:00,2026-07-16 07:03:00,198,Yes,Closed,User account temporarily suspended pending review.
ALT00054,T-Mobile,Critical,Credential Stuffing,Network Device,2026-07-16 14:47:00,2026-07-16 19:21:00,274,No,Closed,
ALT00086,T-Mobile,Low,Privilege Escalation,Database,2026-07-23 04:02:00,,,No,Open,"Reviewed and closed, no malicious activity confirmed."
ALT00052,T-Mobile,High,Ransomware Indicator,Endpoint,2026-07-23 04:30:00,2026-07-23 10:10:00,340,No,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00072,T-Mobile,Low,Phishing Campaign,Server,2026-07-26 18:54:00,,,No,In Progress,Escalated to threat hunting team for deeper investigation.
ALT00082,T-Mobile,Low,Phishing Campaign,Network Device,2026-07-27 19:49:00,2026-07-27 23:22:00,213,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00023,T-Mobile,Low,Ransomware Indicator,Endpoint,2026-07-31 22:59:00,,,Yes,Open,"Blocked at firewall, source IP added to watchlist."
ALT00081,T-Mobile,Low,Misconfiguration Alert,Web Application,2026-08-02 17:47:00,2026-08-02 20:08:00,141,No,Closed,User account temporarily suspended pending review.
ALT00097,T-Mobile,High,Data Exfiltration Attempt,Database,2026-08-02 22:35:00,,,Yes,In Progress,
ALT00002,T-Mobile,Medium,Credential Stuffing,Network Device,2026-08-12 21:07:00,2026-08-13 01:19:00,252,Yes,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00056,T-Mobile,High,DDoS Attempt,Database,2026-08-13 17:13:00,2026-08-13 18:27:00,74,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00094,T-Mobile,High,Data Exfiltration Attempt,Endpoint,2026-08-18 13:22:00,,,No,Open,"Confirmed benign, closed after log review."
ALT00096,T-Mobile,High,Privilege Escalation,Cloud Storage,2026-08-23 04:42:00,2026-08-23 06:47:00,125,Yes,Closed,"No further action required, false positive."
