alert_id,entity_name,severity,category,asset_type,created_time,closed_time,closure_duration_minutes,escalated,status,investigation_notes
ALT00018,Microsoft,Low,Data Exfiltration Attempt,Web Application,2026-01-21 07:19:00,2026-01-21 12:50:00,331,No,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00047,Microsoft,Medium,Malware Detection,Server,2026-01-23 02:48:00,,,No,Open,Escalated to threat hunting team for deeper investigation.
ALT00033,Microsoft,Critical,DDoS Attempt,Database,2026-01-23 10:38:00,2026-01-23 12:24:00,106,No,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00082,Microsoft,Low,Phishing Campaign,Endpoint,2026-01-28 03:29:00,,,Yes,Open,"No further action required, false positive."
ALT00025,Microsoft,Low,Unauthorized Access,Endpoint,2026-01-28 22:05:00,2026-01-29 00:37:00,152,No,Closed,"No further action required, false positive."
ALT00023,Microsoft,Medium,Privilege Escalation,Cloud Storage,2026-01-29 20:19:00,2026-01-29 21:25:00,66,No,Closed,Escalated to threat hunting team for deeper investigation.
ALT00011,Microsoft,Low,Data Exfiltration Attempt,Web Application,2026-01-30 15:12:00,2026-01-30 19:42:00,270,Yes,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00027,Microsoft,Medium,Credential Stuffing,Network Device,2026-01-30 21:58:00,2026-01-31 02:01:00,243,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00003,Microsoft,High,Phishing Campaign,Server,2026-02-06 06:57:00,2026-02-06 09:56:00,179,No,Closed,Escalated to threat hunting team for deeper investigation.
ALT00052,Microsoft,High,Privilege Escalation,Server,2026-02-06 07:53:00,2026-02-06 11:57:00,244,No,Closed,"Confirmed benign, closed after log review."
ALT00026,Microsoft,Low,Misconfiguration Alert,Cloud Storage,2026-02-07 05:22:00,2026-02-07 11:41:00,379,No,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00067,Microsoft,High,Insider Threat Indicator,Endpoint,2026-02-09 06:10:00,2026-02-09 06:43:00,33,No,Closed,
ALT00044,Microsoft,Medium,Privilege Escalation,Web Application,2026-02-10 11:19:00,2026-02-10 13:20:00,121,No,Closed,"Confirmed benign, closed after log review."
ALT00021,Microsoft,High,Misconfiguration Alert,Endpoint,2026-02-14 12:24:00,2026-02-14 18:38:00,374,No,Closed,"No further action required, false positive."
ALT00093,Microsoft,Low,Unauthorized Access,Cloud Storage,2026-02-15 02:02:00,2026-02-15 04:05:00,123,Yes,Closed,User account temporarily suspended pending review.
ALT00084,Microsoft,Low,Ransomware Indicator,Endpoint,2026-02-18 03:34:00,,,Yes,Open,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00005,Microsoft,Low,Privilege Escalation,Server,2026-02-19 05:53:00,2026-02-19 06:08:00,15,No,Closed,
ALT00032,Microsoft,Low,Credential Stuffing,Cloud Storage,2026-02-19 10:05:00,2026-02-19 11:27:00,82,No,Closed,"No further action required, false positive."
ALT00097,Microsoft,Medium,DDoS Attempt,Server,2026-02-19 15:04:00,2026-02-19 18:03:00,179,No,Closed,
ALT00014,Microsoft,Low,Data Exfiltration Attempt,Server,2026-02-24 20:05:00,2026-02-24 21:09:00,64,Yes,Closed,User account temporarily suspended pending review.
ALT00031,Microsoft,Medium,Data Exfiltration Attempt,Database,2026-02-27 11:56:00,2026-02-27 14:42:00,166,Yes,Closed,"Confirmed benign, closed after log review."
ALT00090,Microsoft,Medium,Malware Detection,Web Application,2026-03-02 18:02:00,,,No,Open,"No further action required, false positive."
ALT00042,Microsoft,Medium,Unauthorized Access,Database,2026-03-04 02:01:00,2026-03-04 07:18:00,317,No,Closed,
ALT00036,Microsoft,Medium,Phishing Campaign,Network Device,2026-03-06 06:18:00,,,No,In Progress,"Confirmed benign, closed after log review."
ALT00039,Microsoft,Medium,Ransomware Indicator,Database,2026-03-09 15:38:00,2026-03-09 16:05:00,27,No,Closed,"Confirmed benign, closed after log review."
ALT00017,Microsoft,Low,Data Exfiltration Attempt,Endpoint,2026-03-11 00:17:00,2026-03-11 02:54:00,157,Yes,Closed,"Confirmed benign, closed after log review."
ALT00066,Microsoft,High,Ransomware Indicator,Cloud Storage,2026-03-12 11:23:00,2026-03-12 15:03:00,220,Yes,Closed,"No further action required, false positive."
ALT00004,Microsoft,Medium,Credential Stuffing,Cloud Storage,2026-03-12 12:10:00,2026-03-12 17:44:00,334,No,Closed,User account temporarily suspended pending review.
ALT00046,Microsoft,Critical,Credential Stuffing,Cloud Storage,2026-03-13 23:49:00,,,No,Open,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00094,Microsoft,Medium,Privilege Escalation,Cloud Storage,2026-03-14 21:46:00,2026-03-15 02:03:00,257,Yes,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00078,Microsoft,Low,Ransomware Indicator,Web Application,2026-03-19 17:10:00,,,No,In Progress,
ALT00092,Microsoft,Critical,Phishing Campaign,Web Application,2026-03-24 13:31:00,,,No,In Progress,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00038,Microsoft,Low,Privilege Escalation,Endpoint,2026-04-05 06:49:00,2026-04-05 12:29:00,340,No,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00053,Microsoft,Medium,DDoS Attempt,Endpoint,2026-04-10 18:45:00,2026-04-11 01:25:00,400,No,Closed,"No further action required, false positive."
ALT00056,Microsoft,Medium,Ransomware Indicator,Network Device,2026-04-15 08:04:00,,,Yes,Open,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00095,Microsoft,Medium,Phishing Campaign,Network Device,2026-04-16 05:04:00,2026-04-16 08:11:00,187,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00050,Microsoft,Low,Data Exfiltration Attempt,Network Device,2026-04-19 00:28:00,,,No,Open,
ALT00008,Microsoft,High,Malware Detection,Web Application,2026-04-22 08:15:00,2026-04-22 14:18:00,363,No,Closed,
ALT00015,Microsoft,Low,DDoS Attempt,Endpoint,2026-04-26 10:44:00,2026-04-26 14:38:00,234,No,Closed,"Confirmed benign, closed after log review."
ALT00051,Microsoft,Medium,Misconfiguration Alert,Server,2026-05-02 04:13:00,2026-05-02 09:43:00,330,Yes,Closed,User account temporarily suspended pending review.
ALT00029,Microsoft,High,Ransomware Indicator,Cloud Storage,2026-05-03 06:31:00,2026-05-03 06:57:00,26,No,Closed,"Confirmed benign, closed after log review."
ALT00065,Microsoft,Medium,Misconfiguration Alert,Endpoint,2026-05-04 09:33:00,2026-05-04 13:03:00,210,No,Closed,User account temporarily suspended pending review.
ALT00087,Microsoft,Critical,Data Exfiltration Attempt,Cloud Storage,2026-05-05 08:06:00,2026-05-05 13:47:00,341,No,Closed,User account temporarily suspended pending review.
ALT00041,Microsoft,Critical,Unauthorized Access,Network Device,2026-05-07 12:39:00,2026-05-07 16:10:00,211,Yes,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00028,Microsoft,Low,Data Exfiltration Attempt,Server,2026-05-10 03:35:00,2026-05-10 04:22:00,47,Yes,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00062,Microsoft,Low,Malware Detection,Endpoint,2026-05-10 20:14:00,2026-05-10 22:15:00,121,Yes,Closed,
ALT00054,Microsoft,Low,Data Exfiltration Attempt,Database,2026-05-11 13:24:00,2026-05-11 16:41:00,197,Yes,Closed,Escalated to threat hunting team for deeper investigation.
ALT00055,Microsoft,Medium,Malware Detection,Network Device,2026-05-13 23:10:00,2026-05-14 04:27:00,317,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00081,Microsoft,Low,Data Exfiltration Attempt,Network Device,2026-05-24 00:19:00,2026-05-24 04:51:00,272,No,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00064,Microsoft,Low,Credential Stuffing,Network Device,2026-05-24 20:37:00,2026-05-24 23:02:00,145,No,Closed,User account temporarily suspended pending review.
ALT00069,Microsoft,Medium,Privilege Escalation,Database,2026-05-26 23:58:00,2026-05-27 01:15:00,77,Yes,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00091,Microsoft,Low,Malware Detection,Web Application,2026-05-27 08:31:00,2026-05-27 11:58:00,207,No,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00060,Microsoft,High,Data Exfiltration Attempt,Network Device,2026-06-01 21:57:00,,,No,Open,Escalated to threat hunting team for deeper investigation.
ALT00085,Microsoft,Low,Phishing Campaign,Database,2026-06-04 12:56:00,,,No,Open,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00099,Microsoft,Medium,Misconfiguration Alert,Cloud Storage,2026-06-05 16:42:00,2026-06-05 21:29:00,287,No,Closed,"No further action required, false positive."
ALT00040,Microsoft,High,Credential Stuffing,Cloud Storage,2026-06-08 23:53:00,2026-06-09 02:22:00,149,No,Closed,"No further action required, false positive."
ALT00006,Microsoft,High,DDoS Attempt,Server,2026-06-09 17:48:00,2026-06-09 18:16:00,28,No,Closed,"Confirmed benign, closed after log review."
ALT00096,Microsoft,Low,Phishing Campaign,Network Device,2026-06-11 09:10:00,2026-06-11 11:55:00,165,No,Closed,
ALT00057,Microsoft,Low,Misconfiguration Alert,Database,2026-06-12 11:48:00,2026-06-12 17:53:00,365,No,Closed,"Confirmed benign, closed after log review."
ALT00080,Microsoft,Medium,Misconfiguration Alert,Web Application,2026-06-14 16:35:00,2026-06-14 18:01:00,86,No,Closed,"No further action required, false positive."
ALT00063,Microsoft,Medium,DDoS Attempt,Network Device,2026-06-18 05:46:00,,,Yes,Open,"Confirmed benign, closed after log review."
ALT00019,Microsoft,High,Ransomware Indicator,Network Device,2026-06-22 14:02:00,,,No,In Progress,"Reviewed and closed, no malicious activity confirmed."
ALT00012,Microsoft,Low,Insider Threat Indicator,Endpoint,2026-06-23 22:09:00,2026-06-24 03:27:00,318,No,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00007,Microsoft,Medium,Ransomware Indicator,Cloud Storage,2026-06-24 10:34:00,2026-06-24 13:41:00,187,No,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00043,Microsoft,Low,Ransomware Indicator,Endpoint,2026-06-26 01:38:00,2026-06-26 03:59:00,141,No,Closed,"Reviewed and closed, no malicious activity confirmed."
ALT00083,Microsoft,High,Credential Stuffing,Endpoint,2026-06-28 13:31:00,2026-06-28 18:34:00,303,No,Closed,
ALT00001,Microsoft,Low,Credential Stuffing,Server,2026-06-30 12:46:00,,,No,Open,"Reviewed and closed, no malicious activity confirmed."
ALT00048,Microsoft,Medium,Ransomware Indicator,Cloud Storage,2026-07-01 04:25:00,2026-07-01 08:46:00,261,Yes,Closed,User account temporarily suspended pending review.
ALT00024,Microsoft,Low,Credential Stuffing,Endpoint,2026-07-01 11:55:00,,,Yes,In Progress,User account temporarily suspended pending review.
ALT00076,Microsoft,Medium,Insider Threat Indicator,Cloud Storage,2026-07-01 18:18:00,,,No,In Progress,Escalated to threat hunting team for deeper investigation.
ALT00071,Microsoft,Low,Ransomware Indicator,Endpoint,2026-07-05 17:54:00,2026-07-05 18:48:00,54,Yes,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00074,Microsoft,Low,Misconfiguration Alert,Endpoint,2026-07-12 18:00:00,2026-07-12 18:54:00,54,Yes,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00045,Microsoft,Critical,Misconfiguration Alert,Web Application,2026-07-12 22:55:00,2026-07-12 23:47:00,52,No,Closed,User account temporarily suspended pending review.
ALT00058,Microsoft,Medium,Credential Stuffing,Cloud Storage,2026-07-14 19:22:00,2026-07-14 21:53:00,151,Yes,Closed,User account temporarily suspended pending review.
ALT00013,Microsoft,High,Unauthorized Access,Database,2026-07-24 15:55:00,2026-07-24 22:23:00,388,Yes,Closed,Escalated to threat hunting team for deeper investigation.
ALT00030,Microsoft,Low,Misconfiguration Alert,Cloud Storage,2026-07-28 03:44:00,2026-07-28 05:20:00,96,Yes,Closed,Escalated to threat hunting team for deeper investigation.
ALT00049,Microsoft,Low,Privilege Escalation,Endpoint,2026-08-03 07:50:00,2026-08-03 13:43:00,353,No,Closed,
ALT00020,Microsoft,Low,Privilege Escalation,Network Device,2026-08-05 17:09:00,2026-08-05 18:32:00,83,No,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00037,Microsoft,Low,Malware Detection,Server,2026-08-08 16:11:00,2026-08-08 16:39:00,28,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00086,Microsoft,Low,Ransomware Indicator,Cloud Storage,2026-08-14 11:05:00,2026-08-14 11:47:00,42,Yes,Closed,
ALT00010,Microsoft,High,Privilege Escalation,Server,2026-08-15 09:33:00,,,Yes,Open,"Blocked at firewall, source IP added to watchlist."
ALT00100,Microsoft,Low,Malware Detection,Endpoint,2026-08-17 18:28:00,2026-08-17 21:13:00,165,Yes,Closed,"Confirmed benign, closed after log review."
ALT00077,Microsoft,Low,DDoS Attempt,Cloud Storage,2026-08-18 10:49:00,2026-08-18 11:17:00,28,No,Closed,"Blocked at firewall, source IP added to watchlist."
ALT00075,Microsoft,Low,DDoS Attempt,Server,2026-08-18 21:36:00,2026-08-18 23:26:00,110,No,Closed,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00088,Microsoft,Low,Insider Threat Indicator,Web Application,2026-08-21 09:53:00,2026-08-21 11:12:00,79,No,Closed,
ALT00034,Microsoft,Medium,Data Exfiltration Attempt,Server,2026-08-21 16:10:00,,,No,Open,"Correlated with SIEM logs across multiple hosts, identified lateral movement attempt, escalated."
ALT00022,Microsoft,Medium,Privilege Escalation,Cloud Storage,2026-08-25 08:04:00,2026-08-25 13:26:00,322,No,Closed,User account temporarily suspended pending review.
ALT00061,Microsoft,Medium,Misconfiguration Alert,Cloud Storage,2026-08-27 09:20:00,2026-08-27 14:52:00,332,No,Closed,"Reviewed and closed, no malicious activity confirmed."
