alert_id,entity_name,severity,category,asset_type,created_time,closed_time,closure_duration_minutes,escalated,status,investigation_notes
ALT00542,Indus Financial Services,Low,Unauthorized Access,Network Device,2026-01-19 02:10:00,2026-01-19 02:13:00,3,No,Closed,Closed as per standard procedure.
ALT00262,Fortis Defense Systems,High,Misconfiguration,IoT Device,2026-01-19 06:51:00,2026-01-19 13:37:00,406,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00198,Eastern Water Utility,Critical,Data Exfiltration Attempt,Server,2026-01-19 14:11:00,2026-01-19 23:05:00,534,Yes,Closed,False positive.
ALT00466,Himalayan Healthcare Network,Medium,Phishing,Cloud Workload,2026-01-19 22:20:00,2026-01-19 23:24:00,64,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00279,Fortis Defense Systems,Medium,DDoS,Database,2026-01-20 09:10:00,2026-01-20 12:29:00,199,No,Closed,Reviewed and closed.
ALT00105,Bharat Telecom Networks,Critical,Unauthorized Access,Cloud Workload,2026-01-20 15:50:00,2026-01-20 23:44:00,474,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00525,Himalayan Healthcare Network,Low,Unauthorized Access,Network Device,2026-01-20 17:59:00,2026-01-20 20:20:00,141,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00193,Eastern Water Utility,Medium,DDoS,IoT Device,2026-01-20 21:40:00,2026-01-20 23:31:00,111,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00590,Jupiter Aviation Control,High,Unauthorized Access,Database,2026-01-21 01:58:00,2026-01-21 07:31:00,333,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00205,Eastern Water Utility,Medium,DDoS,Network Device,2026-01-21 08:12:00,2026-01-21 09:46:00,94,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00501,Himalayan Healthcare Network,Medium,Data Exfiltration Attempt,Database,2026-01-22 06:28:00,2026-01-22 08:25:00,117,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00594,Jupiter Aviation Control,High,DDoS,Database,2026-01-22 15:36:00,2026-01-22 19:50:00,254,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00164,Continental Banking Corp,Low,Phishing,IoT Device,2026-01-22 16:41:00,2026-01-22 16:45:00,4,Yes,Closed,No further action required.
ALT00312,Fortis Defense Systems,High,Phishing,Network Device,2026-01-22 18:01:00,2026-01-22 20:17:00,136,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00395,Fortis Defense Systems,Medium,Unauthorized Access,Network Device,2026-01-23 12:35:00,2026-01-23 17:31:00,296,No,Closed,Closed as per standard procedure.
ALT00155,Continental Banking Corp,Low,Data Exfiltration Attempt,Cloud Workload,2026-01-23 13:54:00,2026-01-23 13:58:00,4,No,Closed,Closed as per standard procedure.
ALT00352,Fortis Defense Systems,Low,Insider Threat Indicator,Cloud Workload,2026-01-24 01:58:00,2026-01-24 05:59:00,241,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00357,Fortis Defense Systems,High,Insider Threat Indicator,IoT Device,2026-01-24 05:51:00,2026-01-24 13:47:00,476,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00117,Continental Banking Corp,High,Phishing,Endpoint,2026-01-24 09:20:00,2026-01-24 09:22:00,2,No,Closed,False positive.
ALT00362,Fortis Defense Systems,Low,Data Exfiltration Attempt,Server,2026-01-24 10:07:00,2026-01-24 12:03:00,116,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00467,Himalayan Healthcare Network,Critical,Misconfiguration,Network Device,2026-01-24 11:14:00,2026-01-24 16:03:00,289,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00120,Continental Banking Corp,Low,Malware,Database,2026-01-24 12:00:00,2026-01-24 12:03:00,3,No,Closed,False positive.
ALT00140,Continental Banking Corp,High,Unauthorized Access,Endpoint,2026-01-24 13:06:00,2026-01-24 13:07:00,1,No,Closed,False positive.
ALT00505,Himalayan Healthcare Network,Low,DDoS,Cloud Workload,2026-01-24 15:42:00,2026-01-24 16:12:00,30,No,Closed,Closed as per standard procedure.
ALT00445,Ganga Oil & Gas,Medium,DDoS,Cloud Workload,2026-01-24 19:39:00,2026-01-24 21:54:00,135,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00326,Fortis Defense Systems,Low,Unauthorized Access,IoT Device,2026-01-24 20:23:00,2026-01-24 22:17:00,114,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00036,Apex Power Grid Ltd,High,Malware,Server,2026-01-24 20:27:00,2026-01-25 01:17:00,290,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00128,Continental Banking Corp,Medium,DDoS,Server,2026-01-24 21:13:00,2026-01-24 21:14:00,1,No,Closed,No further action required.
ALT00622,Jupiter Aviation Control,Low,Insider Threat Indicator,Cloud Workload,2026-01-24 23:32:00,2026-01-25 01:11:00,99,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00146,Continental Banking Corp,Low,Data Exfiltration Attempt,Database,2026-01-24 23:33:00,2026-01-24 23:36:00,3,No,Closed,False positive.
ALT00587,Indus Financial Services,Medium,Phishing,Network Device,2026-01-25 01:29:00,2026-01-25 01:32:00,3,No,Closed,No further action required.
ALT00116,Continental Banking Corp,Low,Insider Threat Indicator,Database,2026-01-25 20:41:00,2026-01-25 20:42:00,1,No,Closed,No further action required.
ALT00432,Ganga Oil & Gas,Low,Unauthorized Access,Network Device,2026-01-26 08:41:00,2026-01-26 13:08:00,267,Yes,Closed,Reviewed and closed.
ALT00104,Bharat Telecom Networks,Medium,Data Exfiltration Attempt,Server,2026-01-26 14:06:00,2026-01-26 15:49:00,103,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00382,Fortis Defense Systems,Critical,Misconfiguration,IoT Device,2026-01-26 15:50:00,2026-01-26 19:45:00,235,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00580,Indus Financial Services,Medium,Phishing,Endpoint,2026-01-26 23:14:00,2026-01-26 23:16:00,2,No,Closed,No further action required.
ALT00285,Fortis Defense Systems,Medium,Malware,Cloud Workload,2026-01-27 00:05:00,2026-01-27 03:21:00,196,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00545,Indus Financial Services,Critical,Data Exfiltration Attempt,Cloud Workload,2026-01-27 03:04:00,2026-01-27 03:05:00,1,No,Closed,Closed as per standard procedure.
ALT00329,Fortis Defense Systems,Medium,Unauthorized Access,Endpoint,2026-01-27 03:20:00,2026-01-27 07:05:00,225,No,Closed,No further action required.
ALT00582,Indus Financial Services,Low,Data Exfiltration Attempt,Cloud Workload,2026-01-27 05:50:00,2026-01-27 05:53:00,3,No,Closed,Closed as per standard procedure.
ALT00351,Fortis Defense Systems,Critical,Data Exfiltration Attempt,Database,2026-01-27 06:33:00,2026-01-27 09:03:00,150,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00299,Fortis Defense Systems,Critical,Malware,Server,2026-01-27 09:26:00,2026-01-27 18:31:00,545,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00437,Ganga Oil & Gas,Medium,Insider Threat Indicator,Cloud Workload,2026-01-27 13:58:00,2026-01-27 18:12:00,254,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00068,Bharat Telecom Networks,Low,Misconfiguration,Cloud Workload,2026-01-27 22:49:00,2026-01-28 00:20:00,91,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00510,Himalayan Healthcare Network,High,Unauthorized Access,Network Device,2026-01-28 04:27:00,2026-01-28 13:44:00,557,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00296,Fortis Defense Systems,High,Phishing,IoT Device,2026-01-28 07:42:00,2026-01-28 14:55:00,433,Yes,Closed,Closed as per standard procedure.
ALT00449,Ganga Oil & Gas,Low,Malware,Database,2026-01-28 08:39:00,2026-01-28 10:59:00,140,No,Closed,False positive.
ALT00450,Ganga Oil & Gas,Critical,Insider Threat Indicator,IoT Device,2026-01-28 13:02:00,2026-01-28 20:03:00,421,Yes,Closed,Closed as per standard procedure.
ALT00053,Apex Power Grid Ltd,Low,Misconfiguration,Cloud Workload,2026-01-28 13:14:00,2026-01-28 17:41:00,267,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00070,Bharat Telecom Networks,Medium,Insider Threat Indicator,Database,2026-01-28 13:23:00,2026-01-28 15:11:00,108,No,Closed,False positive.
ALT00231,Eastern Water Utility,Medium,Phishing,Server,2026-01-28 19:47:00,2026-01-28 22:12:00,145,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00001,Apex Power Grid Ltd,Low,Phishing,Endpoint,2026-01-29 00:47:00,2026-01-29 02:09:00,82,No,Closed,Reviewed and closed.
ALT00012,Apex Power Grid Ltd,Low,Misconfiguration,Database,2026-01-29 04:40:00,2026-01-29 05:42:00,62,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00396,Fortis Defense Systems,Low,DDoS,Cloud Workload,2026-01-29 13:09:00,2026-01-29 14:30:00,81,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00374,Fortis Defense Systems,Medium,Malware,Network Device,2026-01-29 16:55:00,2026-01-29 20:47:00,232,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00599,Jupiter Aviation Control,Low,DDoS,Endpoint,2026-01-29 23:03:00,2026-01-30 02:00:00,177,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00447,Ganga Oil & Gas,High,Malware,Network Device,2026-01-30 03:48:00,2026-01-30 08:49:00,301,No,Closed,False positive.
ALT00094,Bharat Telecom Networks,Medium,Malware,IoT Device,2026-01-30 12:55:00,2026-01-30 17:21:00,266,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00498,Himalayan Healthcare Network,Medium,Phishing,Cloud Workload,2026-01-30 15:43:00,2026-01-30 17:35:00,112,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00246,Fortis Defense Systems,High,Data Exfiltration Attempt,Server,2026-01-30 21:13:00,2026-01-31 06:53:00,580,Yes,Closed,Closed as per standard procedure.
ALT00342,Fortis Defense Systems,High,Unauthorized Access,Cloud Workload,2026-01-31 00:21:00,2026-01-31 02:53:00,152,Yes,Closed,Reviewed and closed.
ALT00637,Jupiter Aviation Control,Medium,Malware,IoT Device,2026-01-31 00:29:00,2026-01-31 02:45:00,136,No,Closed,Closed as per standard procedure.
ALT00393,Fortis Defense Systems,Critical,Phishing,Endpoint,2026-01-31 14:11:00,2026-01-31 23:04:00,533,Yes,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00360,Fortis Defense Systems,High,Phishing,Endpoint,2026-02-01 00:03:00,2026-02-01 03:44:00,221,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00479,Himalayan Healthcare Network,Medium,Data Exfiltration Attempt,Cloud Workload,2026-02-01 01:00:00,2026-02-01 02:13:00,73,No,Closed,False positive.
ALT00624,Jupiter Aviation Control,High,Misconfiguration,Network Device,2026-02-01 02:07:00,2026-02-01 04:50:00,163,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00204,Eastern Water Utility,Low,Phishing,Network Device,2026-02-01 16:09:00,2026-02-01 18:34:00,145,No,Closed,False positive.
ALT00129,Continental Banking Corp,Low,Insider Threat Indicator,Cloud Workload,2026-02-02 18:13:00,2026-02-02 18:15:00,2,No,Closed,No further action required.
ALT00018,Apex Power Grid Ltd,Critical,Phishing,Network Device,2026-02-02 21:30:00,2026-02-03 04:00:00,390,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00247,Fortis Defense Systems,Medium,Malware,Cloud Workload,2026-02-03 16:26:00,2026-02-03 20:52:00,266,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00375,Fortis Defense Systems,Critical,Insider Threat Indicator,IoT Device,2026-02-04 05:46:00,2026-02-04 11:55:00,369,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00595,Jupiter Aviation Control,Low,Data Exfiltration Attempt,IoT Device,2026-02-04 15:35:00,2026-02-04 17:45:00,130,No,Closed,No further action required.
ALT00237,Eastern Water Utility,Low,Insider Threat Indicator,Server,2026-02-04 16:29:00,2026-02-04 19:48:00,199,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00123,Continental Banking Corp,Low,Data Exfiltration Attempt,Server,2026-02-05 01:02:00,2026-02-05 01:03:00,1,No,Closed,No further action required.
ALT00057,Apex Power Grid Ltd,Medium,Phishing,IoT Device,2026-02-05 04:14:00,2026-02-05 06:33:00,139,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00418,Ganga Oil & Gas,Medium,DDoS,Database,2026-02-05 06:21:00,2026-02-05 08:04:00,103,No,Closed,Reviewed and closed.
ALT00151,Continental Banking Corp,Low,Malware,Database,2026-02-05 08:18:00,2026-02-05 08:22:00,4,No,Closed,Closed as per standard procedure.
ALT00610,Jupiter Aviation Control,High,DDoS,Endpoint,2026-02-05 09:44:00,2026-02-05 15:24:00,340,No,Closed,No further action required.
ALT00487,Himalayan Healthcare Network,Low,Misconfiguration,Server,2026-02-05 17:12:00,2026-02-05 18:20:00,68,No,Closed,Reviewed and closed.
ALT00219,Eastern Water Utility,High,DDoS,Database,2026-02-05 22:21:00,2026-02-06 01:37:00,196,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00458,Ganga Oil & Gas,Low,Unauthorized Access,Endpoint,2026-02-07 01:42:00,2026-02-07 04:38:00,176,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00358,Fortis Defense Systems,Low,Unauthorized Access,Database,2026-02-07 02:45:00,2026-02-07 07:37:00,292,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00179,Continental Banking Corp,Low,Insider Threat Indicator,Database,2026-02-07 04:02:00,2026-02-07 04:04:00,2,No,Closed,Closed as per standard procedure.
ALT00364,Fortis Defense Systems,Medium,Phishing,IoT Device,2026-02-08 01:39:00,2026-02-08 04:40:00,181,No,Closed,Closed as per standard procedure.
ALT00613,Jupiter Aviation Control,Low,Malware,Cloud Workload,2026-02-08 06:06:00,2026-02-08 08:52:00,166,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00160,Continental Banking Corp,Medium,Misconfiguration,Network Device,2026-02-08 14:04:00,2026-02-08 14:07:00,3,No,Closed,False positive.
ALT00101,Bharat Telecom Networks,Medium,Unauthorized Access,Cloud Workload,2026-02-08 14:34:00,2026-02-08 18:17:00,223,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00504,Himalayan Healthcare Network,Low,DDoS,Cloud Workload,2026-02-08 19:06:00,2026-02-08 19:55:00,49,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00527,Himalayan Healthcare Network,Critical,Misconfiguration,IoT Device,2026-02-09 03:07:00,2026-02-09 09:19:00,372,Yes,Closed,Reviewed and closed.
ALT00028,Apex Power Grid Ltd,Low,Malware,Cloud Workload,2026-02-09 06:18:00,2026-02-09 07:19:00,61,No,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00551,Indus Financial Services,Low,Insider Threat Indicator,Endpoint,2026-02-09 09:00:00,2026-02-09 09:03:00,3,No,Closed,Reviewed and closed.
ALT00016,Apex Power Grid Ltd,Low,Insider Threat Indicator,Cloud Workload,2026-02-09 11:48:00,2026-02-09 12:18:00,30,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00243,Fortis Defense Systems,Critical,Unauthorized Access,Database,2026-02-09 14:47:00,2026-02-09 22:46:00,479,Yes,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00385,Fortis Defense Systems,Low,Phishing,Database,2026-02-10 01:06:00,2026-02-10 03:51:00,165,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00085,Bharat Telecom Networks,Medium,Phishing,Server,2026-02-10 07:11:00,2026-02-10 11:10:00,239,No,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00213,Eastern Water Utility,Medium,Unauthorized Access,Database,2026-02-10 15:32:00,2026-02-10 16:13:00,41,Yes,Closed,"Correlated with SIEM logs across 3 hosts, identified lateral movement attempt, escalated."
ALT00040,Apex Power Grid Ltd,Medium,Phishing,IoT Device,2026-02-11 05:56:00,2026-02-11 09:16:00,200,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00007,Apex Power Grid Ltd,Low,Unauthorized Access,IoT Device,2026-02-11 11:22:00,2026-02-11 12:28:00,66,No,Closed,"Cross-referenced with threat intel feed, identified C2 communication pattern, escalated to IR team."
ALT00514,Himalayan Healthcare Network,Low,Malware,Endpoint,2026-02-11 12:40:00,2026-02-11 17:11:00,271,No,Closed,"Investigated source IP, confirmed malicious signature, blocked at firewall, root cause documented."
ALT00008,Apex Power Grid Ltd,Low,Misconfiguration,IoT Device,2026-02-11 14:24:00,2026-02-11 16:46:00,142,No,Closed,Reviewed and closed.
ALT00341,Fortis Defense Systems,Medium,Insider Threat Indicator,IoT Device,2026-02-11 15:22:00,2026-02-11 18:04:00,162,Yes,Closed,"Performed forensic triage on affected host, isolated system, initiated containment protocol."
ALT00037,Apex Power Grid Ltd,Medium,Data Exfiltration Attempt,Cloud Workload,2026-02-11 23:28:00,2026-02-12 00:02:00,34,Yes,Closed,No further action required.
