alert_id,entity_name,severity,created_time,closed_time,escalated,investigation_notes,asset_type
ALT000119,Meridian Trust Bank,medium,2026-05-08 07:54:38,2026-05-08 07:58:44,no,n/a,Database
ALT002422,Cauvery Logistics Corp,medium,2026-01-26 20:41:04,2026-01-26 22:54:15,no,Verified backup job schedule; traffic volume consistent with nightly replication. Root cause documented in case notes.,Firewall
ALT003135,Indus Financial Services,medium,2026-06-03 03:18:31,2026-06-03 06:54:46,yes,Documented as benign positive; rule threshold adjusted after peer review. Root cause documented in case notes.,Identity Provider
ALT001460,Arcadia Defence Systems,medium,2026-02-05 10:22:49,2026-02-05 14:17:21,no,Traced outbound connection to approved vendor endpoint; verified against allowlist. Root cause documented in case notes.,Cloud Workload
ALT003414,Jupiter Aviation Control,low,2026-01-05 17:35:03,2026-01-05 22:01:23,no,Reviewed EDR telemetry timeline; parent process traced to legitimate installer. No further action required.,Server
ALT000541,Nilgiri Water Authority,medium,2026-01-05 00:02:42,2026-01-05 03:26:01,no,Traced outbound connection to approved vendor endpoint; verified against allowlist. Added to suppression list after approval.,IoT Device
ALT003876,Malabar Gas Pipelines,medium,2026-04-11 11:13:57,2026-04-11 14:24:35,no,Cross-referenced with change management ticket CHG-92450; scheduled maintenance window. Handed to IR team for deeper review.,Endpoint
ALT002003,Apex Power Grid Ltd,low,2026-03-10 22:40:36,2026-03-11 02:09:55,no,Cross-referenced with change management ticket CHG-24767; scheduled maintenance window. Closed as benign positive.,Database
ALT000397,Kaveri Power Holdings,high,2026-06-16 08:36:36,2026-06-16 08:40:35,no,reviewed,Database
ALT002327,Cauvery Logistics Corp,low,2026-05-01 09:58:04,2026-05-01 13:19:17,no,,Identity Provider
ALT000099,Meridian Trust Bank,high,2026-05-15 19:46:51,2026-05-15 19:50:53,no,"checked, ok",Cloud Workload
ALT004036,Malabar Gas Pipelines,low,2026-01-27 07:02:14,2026-01-27 09:21:36,no,Cross-referenced with change management ticket CHG-71363; scheduled maintenance window. Ticket closed with owner sign-off.,Network Device
ALT004077,Narmada Steel Works,medium,2026-05-10 00:56:04,2026-05-10 06:21:11,no,Documented as benign positive; rule threshold adjusted after peer review. Root cause documented in case notes.,Network Device
ALT003636,Krishna Port Authority,low,2026-02-02 07:04:43,2026-02-02 09:41:47,no,Documented as benign positive; rule threshold adjusted after peer review. Ticket closed with owner sign-off.,Cloud Workload
ALT000777,Arcadia Defence Systems,high,2026-05-25 09:17:08,2026-05-25 13:32:15,no,Traced outbound connection to approved vendor endpoint; verified against allowlist.,Cloud Workload
ALT001575,Konkan Maritime Ltd,medium,2026-02-15 14:06:53,2026-02-16 00:50:51,no,Cross-referenced with change management ticket CHG-61086; scheduled maintenance window.,Cloud Workload
ALT002804,Godavari Chemicals,medium,2026-01-31 20:44:06,2026-01-31 23:51:09,yes,Isolated endpoint HOST-4019 for forensic triage; full disk scan returned clean. Closed as benign positive.,IoT Device
ALT003804,Lakshmi Insurance Group,medium,2026-05-25 11:31:02,2026-05-25 15:49:07,no,Coordinated with network team; ACL change on HOST-8815 explains traffic shift. Added to suppression list after approval.,Identity Provider
ALT001581,Konkan Maritime Ltd,medium,2026-01-27 07:30:00,2026-01-27 19:26:08,no,,Server
ALT000172,Meridian Trust Bank,low,2026-02-07 06:34:13,2026-02-07 06:35:31,no,n/a,Identity Provider
ALT002228,Bharat Telecom Networks,low,2026-06-29 08:08:56,2026-06-29 13:51:54,yes,Escalated to L2 after confirming lateral movement indicators on HOST-8264. Handed to IR team for deeper review.,Identity Provider
ALT003963,Malabar Gas Pipelines,high,2026-01-22 14:36:48,2026-01-22 18:01:04,no,,IoT Device
ALT003326,Jupiter Aviation Control,low,2026-06-25 19:05:28,2026-06-25 21:46:34,no,Documented as benign positive; rule threshold adjusted after peer review. Closed as benign positive.,IoT Device
ALT002274,Bharat Telecom Networks,medium,2026-04-03 16:23:01,2026-04-03 19:59:10,no,Analysed PCAP sample; payload matched benign monitoring agent heartbeat. Handed to IR team for deeper review.,Network Device
ALT002796,Godavari Chemicals,medium,2026-03-12 15:50:08,2026-03-12 18:23:12,yes,Reset credentials for nrao as precaution; no evidence of compromise. No further action required.,Network Device
ALT001483,Konkan Maritime Ltd,high,2026-02-17 21:13:57,2026-02-18 05:08:43,yes,Reviewed source IP 10.24.33.98 against internal threat intel; no IOC match. Root cause documented in case notes.,Identity Provider
ALT002341,Cauvery Logistics Corp,low,2026-01-10 23:06:16,2026-01-11 04:38:08,yes,Queried SIEM for related events across 24h window; no corroborating activity found.,Database
ALT003186,Indus Financial Services,low,2026-03-24 04:34:13,2026-03-24 09:27:13,no,Coordinated with network team; ACL change on HOST-9604 explains traffic shift. Handed to IR team for deeper review.,Cloud Workload
ALT002547,Eastern Grid Utility,low,2026-01-20 14:09:56,,no,Queried SIEM for related events across 24h window; no corroborating activity found. No further action required.,Database
ALT003118,Indus Financial Services,low,2026-05-09 00:09:36,2026-05-09 05:50:23,no,Reviewed source IP 10.13.5.210 against internal threat intel; no IOC match. Closed as benign positive.,IoT Device
ALT001291,Arcadia Defence Systems,low,2026-06-20 02:22:34,,no,Contacted user bshah via Teams; confirmed they initiated the session from Mumbai office. Monitoring continued for 48 hours.,Firewall
ALT000422,Kaveri Power Holdings,low,2026-01-14 08:31:24,2026-01-14 13:38:57,no,Compared hash against VirusTotal offline signature set; no detections. Handed to IR team for deeper review.,Endpoint
ALT003675,Krishna Port Authority,medium,2026-04-14 19:48:58,2026-04-14 22:17:39,no,Reset credentials for dnair as precaution; no evidence of compromise. No further action required.,IoT Device
ALT000282,Meridian Trust Bank,medium,2026-02-26 08:26:48,2026-02-26 08:27:39,no,n/a,Endpoint
ALT003853,Lakshmi Insurance Group,low,2026-04-15 05:26:51,2026-04-15 09:55:58,no,Ran memory capture on HOST-1876; no injected process artefacts identified. Ticket closed with owner sign-off.,Network Device
ALT000905,Arcadia Defence Systems,low,2026-05-27 16:25:54,2026-05-27 21:48:47,no,Blocked source 10.34.84.229 at perimeter firewall pending further investigation. No further action required.,Server
ALT002091,Bharat Telecom Networks,low,2026-05-15 19:10:05,2026-05-15 22:41:37,no,Correlated with authentication logs for user rkumar; prior successful VPN session confirmed. Closed as benign positive.,Identity Provider
ALT004603,Pennar Cement Industries,high,2026-04-10 09:07:57,2026-04-10 13:56:23,yes,Reviewed source IP 10.44.164.73 against internal threat intel; no IOC match. Monitoring continued for 48 hours.,IoT Device
ALT000334,Kaveri Power Holdings,medium,2026-02-04 07:06:13,2026-02-04 11:35:27,no,Reviewed EDR telemetry timeline; parent process traced to legitimate installer. No further action required.,Firewall
ALT002977,Himalayan Healthcare Network,high,2026-02-12 14:51:41,2026-02-12 18:21:58,no,Verified backup job schedule; traffic volume consistent with nightly replication. Closed as benign positive.,Database
ALT000615,Nilgiri Water Authority,low,2026-01-14 13:56:18,2026-01-14 18:19:27,no,Escalated to L2 after confirming lateral movement indicators on HOST-4612. Added to suppression list after approval.,Server
ALT001894,Apex Power Grid Ltd,low,2026-03-02 12:09:27,2026-03-02 17:24:09,no,Escalated to L2 after confirming lateral movement indicators on HOST-2464. Handed to IR team for deeper review.,Identity Provider
ALT000267,Meridian Trust Bank,low,2026-04-21 10:51:46,2026-04-21 10:55:03,no,"checked, ok",Server
ALT004651,Pennar Cement Industries,medium,2026-06-06 19:44:10,2026-06-06 23:01:33,yes,Reviewed source IP 10.53.226.177 against internal threat intel; no IOC match. Closed as benign positive.,IoT Device
ALT003073,Indus Financial Services,high,2026-03-15 01:51:15,2026-03-15 04:41:26,no,Traced outbound connection to approved vendor endpoint; verified against allowlist. Closed as benign positive.,Database
ALT001349,Arcadia Defence Systems,low,2026-05-14 04:33:52,2026-05-14 10:10:47,no,Validated certificate chain; expired intermediate replaced by infrastructure team. Monitoring continued for 48 hours.,Endpoint
ALT002599,Eastern Grid Utility,high,2026-01-26 09:21:04,2026-01-26 13:49:39,no,Compared hash against VirusTotal offline signature set; no detections. Added to suppression list after approval.,Network Device
ALT002171,Bharat Telecom Networks,low,2026-04-19 09:34:06,2026-04-19 13:09:22,no,Reviewed EDR telemetry timeline; parent process traced to legitimate installer. Handed to IR team for deeper review.,Database
ALT002776,Godavari Chemicals,critical,2026-06-16 22:16:55,2026-06-17 03:10:26,yes,Isolated endpoint HOST-4418 for forensic triage; full disk scan returned clean. Monitoring continued for 48 hours.,Server
ALT002400,Cauvery Logistics Corp,medium,2026-05-11 16:23:28,2026-05-11 21:28:54,yes,Validated certificate chain; expired intermediate replaced by infrastructure team. Closed as benign positive.,Network Device
ALT000304,Kaveri Power Holdings,medium,2026-05-27 19:30:03,2026-05-28 01:24:25,no,n/a,Firewall
ALT004085,Narmada Steel Works,medium,2026-03-22 17:48:57,2026-03-22 21:11:33,no,Escalated to L2 after confirming lateral movement indicators on HOST-9901. Monitoring continued for 48 hours.,Identity Provider
ALT000952,Arcadia Defence Systems,medium,2026-02-12 23:41:33,2026-02-13 04:00:31,no,Identified misconfigured scanner generating repeat alerts; owner notified. Closed as benign positive.,Database
ALT004145,Narmada Steel Works,medium,2026-02-26 22:32:37,2026-02-27 01:27:24,no,Confirmed geolocation anomaly caused by corporate VPN egress node change. Monitoring continued for 48 hours.,Cloud Workload
ALT001980,Apex Power Grid Ltd,low,2026-06-22 19:12:45,2026-06-22 21:47:31,no,Documented as benign positive; rule threshold adjusted after peer review. Added to suppression list after approval.,Server
ALT002320,Cauvery Logistics Corp,high,2026-01-13 01:29:39,2026-01-13 05:45:45,yes,Analysed PCAP sample; payload matched benign monitoring agent heartbeat. Ticket closed with owner sign-off.,Endpoint
ALT003247,Indus Financial Services,low,2026-01-01 22:34:11,2026-01-02 00:49:14,yes,Reviewed EDR telemetry timeline; parent process traced to legitimate installer.,Firewall
ALT004308,Orissa Mining Federation,critical,2026-05-09 09:42:35,2026-05-09 15:22:03,yes,"Checked DNS query history; domain registered 400+ days ago, low risk profile. Root cause documented in case notes.",Database
ALT003697,Lakshmi Insurance Group,low,2026-01-18 08:50:32,2026-01-18 14:30:19,no,Contacted user mfernandes via Teams; confirmed they initiated the session from Mumbai office. No further action required.,Server
ALT000590,Nilgiri Water Authority,low,2026-05-03 16:43:06,2026-05-03 21:11:07,no,Reviewed EDR telemetry timeline; parent process traced to legitimate installer. Added to suppression list after approval.,Firewall
ALT000630,Nilgiri Water Authority,low,2026-02-07 13:01:39,2026-02-07 15:23:25,no,Correlated with authentication logs for user nrao; prior successful VPN session confirmed. Root cause documented in case notes.,Endpoint
ALT001661,Konkan Maritime Ltd,high,2026-04-06 09:47:32,2026-04-06 19:14:45,yes,Sandbox detonation of attachment returned no malicious behaviour. Root cause documented in case notes.,Server
ALT001595,Konkan Maritime Ltd,medium,2026-03-29 13:41:56,2026-03-29 22:25:57,no,Analysed PCAP sample; payload matched benign monitoring agent heartbeat. Root cause documented in case notes.,Identity Provider
ALT000861,Arcadia Defence Systems,medium,2026-04-19 12:55:48,2026-04-19 15:32:10,no,,Cloud Workload
ALT004207,Narmada Steel Works,low,2026-02-17 10:03:36,2026-02-17 13:12:02,no,Confirmed with asset owner that HOST-1021 was undergoing patch deployment. Handed to IR team for deeper review.,Identity Provider
ALT000293,Kaveri Power Holdings,medium,2026-04-14 02:07:12,2026-04-14 04:50:57,no,Contacted user jsmith via Teams; confirmed they initiated the session from Mumbai office. Root cause documented in case notes.,Cloud Workload
ALT000155,Meridian Trust Bank,low,2026-03-10 03:18:26,2026-03-10 03:23:03,no,n/a,Firewall
ALT000425,Kaveri Power Holdings,medium,2026-06-09 18:46:59,2026-06-09 23:08:07,no,n/a,Database
ALT004474,Orissa Mining Federation,low,2026-04-02 15:17:20,2026-04-02 19:11:44,no,Reset credentials for schen as precaution; no evidence of compromise. Added to suppression list after approval.,Identity Provider
ALT000022,Meridian Trust Bank,low,2026-03-13 06:28:52,2026-03-13 06:31:30,no,n/a,Network Device
ALT001530,Konkan Maritime Ltd,low,2026-05-24 03:59:41,2026-05-24 14:59:33,no,,Server
ALT003216,Indus Financial Services,low,2026-04-15 05:01:17,2026-04-15 09:06:12,no,Documented as benign positive; rule threshold adjusted after peer review. Monitoring continued for 48 hours.,Server
ALT002403,Cauvery Logistics Corp,high,2026-03-26 21:02:20,2026-03-27 02:12:35,yes,Correlated with authentication logs for user dnair; prior successful VPN session confirmed.,Endpoint
ALT001749,Deccan Health Network,high,2026-03-26 19:58:46,2026-03-27 01:18:23,no,Ran memory capture on HOST-8306; no injected process artefacts identified. Root cause documented in case notes.,Identity Provider
ALT003975,Malabar Gas Pipelines,medium,2026-03-18 08:13:51,2026-03-18 10:22:59,no,Matched pattern against known false-positive rule FP-58294; tuning request raised. Monitoring continued for 48 hours.,Server
ALT000908,Arcadia Defence Systems,high,2026-03-27 13:14:43,2026-03-27 16:20:43,no,Sandbox detonation of attachment returned no malicious behaviour. Added to suppression list after approval.,Identity Provider
ALT002864,Himalayan Healthcare Network,medium,2026-06-16 20:32:14,2026-06-17 02:30:22,no,Reviewed source IP 10.34.121.148 against internal threat intel; no IOC match. Ticket closed with owner sign-off.,Firewall
ALT002231,Bharat Telecom Networks,medium,2026-05-11 21:07:57,2026-05-12 02:26:17,no,Coordinated with network team; ACL change on HOST-1836 explains traffic shift. Added to suppression list after approval.,Firewall
ALT000098,Meridian Trust Bank,medium,2026-01-30 01:00:43,2026-01-30 01:02:03,no,n/a,Server
ALT001381,Arcadia Defence Systems,high,2026-01-21 09:36:39,2026-01-21 13:31:41,no,Reviewed privileged access logs; elevation was approved under ticket REQ-30744. No further action required.,Server
ALT002626,Eastern Grid Utility,low,2026-05-11 07:02:19,2026-05-11 10:07:25,no,Verified backup job schedule; traffic volume consistent with nightly replication. Closed as benign positive.,Database
ALT002133,Bharat Telecom Networks,medium,2026-02-17 20:54:48,2026-02-18 01:21:12,no,Identified misconfigured scanner generating repeat alerts; owner notified. Added to suppression list after approval.,Server
ALT002843,Godavari Chemicals,low,2026-01-22 12:38:49,2026-01-22 17:51:01,yes,Blocked source 10.28.62.242 at perimeter firewall pending further investigation. No further action required.,Firewall
ALT003593,Krishna Port Authority,low,2026-03-05 08:44:30,2026-03-05 12:00:53,no,Ran memory capture on HOST-3437; no injected process artefacts identified. No further action required.,Identity Provider
ALT000198,Meridian Trust Bank,low,2026-01-22 01:32:45,2026-01-22 01:35:34,no,"checked, ok",Database
ALT004202,Narmada Steel Works,high,2026-02-18 05:29:42,2026-02-18 07:37:51,yes,Blocked source 10.17.197.71 at perimeter firewall pending further investigation. Added to suppression list after approval.,Identity Provider
ALT000463,Kaveri Power Holdings,low,2026-01-09 05:07:24,2026-01-09 09:30:25,no,n/a,IoT Device
ALT003426,Jupiter Aviation Control,low,2026-05-14 02:58:45,2026-05-14 05:55:30,no,Sandbox detonation of attachment returned no malicious behaviour. No further action required.,Endpoint
ALT001446,Arcadia Defence Systems,low,2026-03-26 17:48:52,2026-03-26 21:05:03,no,Reset credentials for apatel as precaution; no evidence of compromise. Root cause documented in case notes.,IoT Device
ALT000604,Nilgiri Water Authority,medium,2026-01-13 00:20:46,,no,Documented as benign positive; rule threshold adjusted after peer review.,Firewall
ALT003884,Malabar Gas Pipelines,medium,2026-03-27 08:47:46,2026-03-27 11:52:40,yes,Analysed PCAP sample; payload matched benign monitoring agent heartbeat. Root cause documented in case notes.,Endpoint
ALT003576,Krishna Port Authority,low,2026-03-06 04:22:02,2026-03-06 06:49:04,no,Analysed PCAP sample; payload matched benign monitoring agent heartbeat. Handed to IR team for deeper review.,Server
ALT002567,Eastern Grid Utility,high,2026-03-29 02:58:22,2026-03-29 06:10:25,yes,Confirmed geolocation anomaly caused by corporate VPN egress node change. Root cause documented in case notes.,Identity Provider
ALT001793,Deccan Health Network,critical,2026-05-31 15:25:42,2026-05-31 17:40:39,yes,Correlated with authentication logs for user nrao; prior successful VPN session confirmed. Ticket closed with owner sign-off.,Server
ALT002082,Bharat Telecom Networks,low,2026-02-10 02:58:19,2026-02-10 05:09:57,no,Reviewed EDR telemetry timeline; parent process traced to legitimate installer. Ticket closed with owner sign-off.,Network Device
ALT004505,Pennar Cement Industries,low,2026-02-21 13:51:24,2026-02-21 18:28:45,no,Queried SIEM for related events across 24h window; no corroborating activity found. No further action required.,Cloud Workload
ALT000325,Kaveri Power Holdings,critical,2026-01-18 21:05:03,2026-01-19 00:29:53,yes,Reviewed source IP 10.28.135.29 against internal threat intel; no IOC match. Monitoring continued for 48 hours.,Network Device
ALT000036,Meridian Trust Bank,medium,2026-05-29 03:35:29,2026-05-29 03:38:03,no,n/a,Server
ALT002945,Himalayan Healthcare Network,low,2026-02-02 04:34:33,2026-02-02 09:30:14,no,Validated certificate chain; expired intermediate replaced by infrastructure team. Ticket closed with owner sign-off.,Database
ALT003650,Krishna Port Authority,low,2026-05-20 12:43:04,2026-05-20 16:34:08,no,Queried SIEM for related events across 24h window; no corroborating activity found. Ticket closed with owner sign-off.,Cloud Workload
ALT003145,Indus Financial Services,low,2026-03-13 11:47:48,2026-03-13 15:19:41,no,Validated certificate chain; expired intermediate replaced by infrastructure team. Added to suppression list after approval.,Firewall
ALT000990,Arcadia Defence Systems,low,2026-01-10 20:48:47,2026-01-11 02:08:00,no,Traced outbound connection to approved vendor endpoint; verified against allowlist. Handed to IR team for deeper review.,Identity Provider
ALT000611,Nilgiri Water Authority,low,2026-03-05 09:38:43,2026-03-05 14:44:35,no,Escalated to L2 after confirming lateral movement indicators on HOST-5766. Ticket closed with owner sign-off.,Identity Provider
ALT000943,Arcadia Defence Systems,high,2026-05-21 20:24:37,2026-05-21 22:38:21,yes,Analysed PCAP sample; payload matched benign monitoring agent heartbeat. No further action required.,Firewall
ALT003292,Jupiter Aviation Control,medium,2026-02-21 09:33:14,2026-02-21 11:42:43,no,Compared hash against VirusTotal offline signature set; no detections. Monitoring continued for 48 hours.,Identity Provider
ALT003646,Krishna Port Authority,critical,2026-04-07 16:34:05,2026-04-07 21:26:10,no,Identified misconfigured scanner generating repeat alerts; owner notified. No further action required.,Server
ALT001247,Arcadia Defence Systems,high,2026-03-13 05:06:46,2026-03-13 08:59:06,yes,Reviewed source IP 10.9.102.151 against internal threat intel; no IOC match. No further action required.,Server
ALT002024,Apex Power Grid Ltd,medium,2026-04-28 20:28:27,2026-04-29 01:02:47,yes,Coordinated with network team; ACL change on HOST-2784 explains traffic shift.,IoT Device
ALT002093,Bharat Telecom Networks,low,2026-02-10 13:34:57,2026-02-10 17:05:09,no,Reset credentials for mfernandes as precaution; no evidence of compromise. Root cause documented in case notes.,Server
ALT003437,Jupiter Aviation Control,medium,2026-05-28 16:44:19,2026-05-28 20:39:41,no,Analysed PCAP sample; payload matched benign monitoring agent heartbeat. Monitoring continued for 48 hours.,Network Device
ALT000025,Meridian Trust Bank,low,2026-04-25 06:36:43,2026-04-25 06:39:44,no,n/a,Database
ALT003403,Jupiter Aviation Control,low,2026-06-21 01:39:55,2026-06-21 05:45:18,no,Validated certificate chain; expired intermediate replaced by infrastructure team. Closed as benign positive.,Database
ALT004136,Narmada Steel Works,medium,2026-05-28 23:59:44,2026-05-29 02:34:28,no,Confirmed with asset owner that HOST-3596 was undergoing patch deployment. Ticket closed with owner sign-off.,Network Device
ALT002434,Cauvery Logistics Corp,low,2026-02-19 03:07:26,2026-02-19 07:53:19,no,"Checked DNS query history; domain registered 400+ days ago, low risk profile. No further action required.",Server
ALT004284,Orissa Mining Federation,low,2026-01-07 18:58:22,2026-01-07 22:14:04,no,,Endpoint
ALT000059,Meridian Trust Bank,low,2026-01-26 06:26:44,2026-01-26 06:27:32,no,"checked, ok",Identity Provider
ALT000362,Kaveri Power Holdings,high,2026-01-26 17:08:18,2026-01-26 20:46:50,no,Queried SIEM for related events across 24h window; no corroborating activity found. Monitoring continued for 48 hours.,Database
ALT002711,Godavari Chemicals,medium,2026-06-16 14:05:13,2026-06-16 19:31:23,no,Confirmed with asset owner that HOST-5843 was undergoing patch deployment. Ticket closed with owner sign-off.,IoT Device
ALT003212,Indus Financial Services,low,2026-05-09 17:41:46,2026-05-09 20:27:43,no,Matched pattern against known false-positive rule FP-96962; tuning request raised. Handed to IR team for deeper review.,Network Device
ALT003273,Jupiter Aviation Control,high,2026-02-07 10:46:20,2026-02-07 14:51:27,yes,Escalated to L2 after confirming lateral movement indicators on HOST-5617. Closed as benign positive.,Database
ALT001504,Konkan Maritime Ltd,high,2026-01-17 08:33:11,2026-01-17 17:38:29,yes,Queried SIEM for related events across 24h window; no corroborating activity found. Handed to IR team for deeper review.,Server
ALT004015,Malabar Gas Pipelines,low,2026-05-22 22:00:55,2026-05-23 00:10:14,no,Confirmed geolocation anomaly caused by corporate VPN egress node change. Monitoring continued for 48 hours.,Firewall
ALT001644,Konkan Maritime Ltd,critical,2026-01-26 09:55:10,2026-01-26 18:14:15,yes,Verified backup job schedule; traffic volume consistent with nightly replication. Root cause documented in case notes.,Server
ALT004212,Narmada Steel Works,low,2026-04-30 22:18:43,2026-05-01 00:56:05,no,Verified backup job schedule; traffic volume consistent with nightly replication. Added to suppression list after approval.,IoT Device
ALT001779,Deccan Health Network,medium,2026-02-27 01:31:02,2026-02-27 03:55:54,no,Confirmed with asset owner that HOST-6963 was undergoing patch deployment. Ticket closed with owner sign-off.,Firewall
ALT004062,Malabar Gas Pipelines,low,2026-04-02 07:37:03,2026-04-02 11:28:45,no,Matched pattern against known false-positive rule FP-10197; tuning request raised. Closed as benign positive.,Endpoint
ALT002894,Himalayan Healthcare Network,low,2026-05-10 18:09:38,2026-05-10 20:10:47,no,Reviewed privileged access logs; elevation was approved under ticket REQ-57884. Root cause documented in case notes.,Identity Provider
ALT004170,Narmada Steel Works,medium,2026-03-11 19:13:21,2026-03-12 01:12:19,no,Reviewed EDR telemetry timeline; parent process traced to legitimate installer. Root cause documented in case notes.,Server
ALT001301,Arcadia Defence Systems,high,2026-05-23 07:49:28,,no,Reviewed source IP 10.59.21.55 against internal threat intel; no IOC match. No further action required.,Cloud Workload
ALT004351,Orissa Mining Federation,high,2026-06-24 18:48:21,2026-06-24 23:39:21,yes,,IoT Device
ALT000916,Arcadia Defence Systems,medium,2026-05-12 03:58:25,2026-05-12 07:25:27,no,Reviewed privileged access logs; elevation was approved under ticket REQ-77760. Added to suppression list after approval.,Cloud Workload
ALT003342,Jupiter Aviation Control,low,2026-06-21 23:30:57,2026-06-22 03:42:14,no,Validated certificate chain; expired intermediate replaced by infrastructure team. Added to suppression list after approval.,Network Device
ALT003108,Indus Financial Services,low,2026-03-06 09:17:37,2026-03-06 14:22:10,yes,Sandbox detonation of attachment returned no malicious behaviour. Monitoring continued for 48 hours.,Cloud Workload
